Solids,Turbidity
9975.601333945939,4.78905205310489
9973.934059208537,4.69070723013249
9968.96273804851,3.555737566011368
9959.135015398699,3.1705430869719162
9943.92978526269,3.787475537347365
9943.637598533212,3.923766074944689
9929.194809860886,4.771443754534465
9913.963345655571,3.941969260461584
9898.022208564938,5.229809192531628
9887.830754527777,3.455044818343884
9848.035582779446,4.3609500512264185
9844.702292609381,4.03898350222683
9840.782819850461,3.1834353228956065
9836.401847179895,3.837256627123341
9812.122463467305,4.713719499272781
9809.904000074897,3.4437405597575226
9783.368727453491,4.626701022502608
9782.344284281311,4.60440456098565
9772.504814179669,5.164056620303689
9734.677103081167,3.9321419587747375
9727.761715714958,3.4221786198283937
9727.653170396703,3.272429761063929
9712.560663976621,4.265547138587628
9694.35489610499,2.8423931855932016
9660.658301980391,3.9592936152493463
9654.733680734054,5.6522221130790165
9651.87482568678,3.2903724922745674
9632.730976373949,3.673135983203847
9626.893206045972,4.654177334718871
9624.300462110114,5.525726338121716
9615.832709692548,4.633823861920798
9609.740604778377,2.626546783770298
9592.151333127596,4.518750669722005
9583.710441307563,5.554074526332097
9566.122270169199,3.772420927989514
9559.54739235584,3.9042699551582665
9546.129215154651,4.786329820343955
9544.862670775548,1.9101166454023035
9496.91035373795,3.281802195770618
9480.617796477698,1.986191593058412
9472.614920464734,2.7682389284849696
9465.323904989707,3.7487469097257824
9460.32263533989,3.215219463201259
9439.783992729104,3.8466069554090008
9407.664038720552,4.889458166019273
9381.239930798447,3.0608273538358923
9363.85398761785,4.925339107073759
9344.653322307506,4.5593366423943165
9323.218289777264,4.914809132195682
9265.104947513526,3.530573615782637
9258.767076148215,3.961942034758809
9225.770910795445,3.5304983249278665
9163.294448141276,4.279697427788076
9138.02934425656,6.494748555990993
9094.313300416157,1.9177543925715308
9082.816175459164,3.8128876614746607
9076.646483433453,4.0720633529651895
9064.035830800274,3.846547549446087
9049.682594601836,3.983098817989866
9028.760344852113,4.355489161530189
9025.07935959796,3.6348445415750232
9001.658753142132,2.5440202755440535
9000.025591189238,3.6995580484850445
8985.911807108885,5.504749396920436
8918.892600033822,3.964449588219743
8906.975623139486,3.8421139861035956
8904.799817878542,3.371680094416703
8896.195118425881,3.1599493699500583
8870.902965942287,3.7009457327147453
8864.686480286256,5.250173060134276
8855.114121331366,3.149157510432673
8835.555875821101,3.9202876880129374
8810.895810076594,4.9530576907486665
8777.686783625666,4.604633153598903
8746.901717120361,4.271167637481616
8730.312435580889,3.1656184818533246
8729.096217461693,3.399725616068605
8727.247349356963,2.988093010442307
8722.153021570984,3.44029961478404
8721.231884671792,3.392134168351501
8712.00258845446,3.246077223248075
8692.538151660434,3.9136018398050987
8672.527773400137,3.6867589826723
8667.720239089313,4.128746146713473
8644.831046838452,3.577447459649983
8607.612509852157,3.7154287500907346
8580.245561280903,3.887680684530791
8572.421508507414,4.753018575157605
8535.40295572258,3.9462277186114703
8532.139516959518,4.5014572038139855
8524.874645571706,3.6842633826061095
8508.153729977339,3.192569798875329
8471.67738143048,4.636556195256859
8451.319110908964,4.461210732047676
8406.72324367801,3.4444424918515057
8403.284552226864,4.2431337337783965
8296.550611117107,3.024968486584322
8273.59197053936,4.008499340500041
8240.812709357408,4.599324041143387
8238.29003830498,4.074387228438908
8213.772244714322,4.778808149718986
8201.362113225236,3.8260632484284898
8136.071590569004,4.880119767695945
8129.734919236011,3.644409765433974
8127.071253987583,4.282314756372282
8108.297321624606,4.5729230043865705
8086.825998967037,4.0020815167967045
8081.466471091589,3.260906852708671
8076.822282595229,3.3739365078527763
8016.202938437553,5.174719758892985
7998.6745111768505,3.8706107995530274
7990.891467648895,6.307678472047721
7986.493239056313,3.8199853771647767
7965.207918480109,3.599933101811887
7929.504748550626,4.408559683629245
7907.3304409713655,5.13805579043723
7850.641892342055,3.4802717553207825
7845.4728910408385,4.45464130113273
7839.318759829379,4.576728706441388
7769.616118841751,4.236947299515631
7764.438021536858,4.340148944480579
7751.809491098833,3.734001386870361
7747.5772633861125,4.09661966700433
7714.746969262334,3.480640836854313
7705.298604759636,3.4498294696957132
7695.063934702985,4.588784656948855
7656.4132482594105,2.861063942572024
7557.021271321207,4.116263245209827
7472.506480020473,3.7189815585763064
7460.247260338701,4.266869045131157
7450.074375057894,4.780615831540402
7412.798058876675,4.42105884351
7408.976195914595,4.318516117496335
7324.701425458467,4.179187127681619
7323.302300551966,2.010537157431691
728.7508295768456,3.6520033552178717
7263.056749130122,4.041445670962364
7105.800708757526,4.635243482549487
7066.3769166723105,4.308256960674539
7040.737620777599,5.125416576401367
7035.13379657523,3.489945595277838
7028.839617265691,4.138994399941143
7013.211786707304,4.192932215458884
6974.225134833998,4.1386965672928335
6967.735565126048,2.585849315185795
6879.764653372923,3.986459812349238
6874.586016391743,4.09561181325633
6873.559885376127,3.7163675547671517
6787.484660017703,3.210881938583371
6785.145302691251,4.179197763329108
6743.346065530401,3.8848910441472793
6700.775053800422,4.956358408285043
6698.239095162861,4.305549361837694
6675.682244593603,4.024520850722231
6670.659353530027,3.885623898479858
6626.376425713154,4.270851150129203
6552.626314154267,4.288946820394494
6493.547256349771,3.195591056480895
6342.502842776547,3.551655811015034
6193.330562324434,3.7656936481045853
61227.19600771213,3.8608066031653014
6108.795734261221,3.886882385706481
6068.454884948079,4.257037542698211
6040.369868025334,4.153347001241887
5699.504942202689,2.27639196018481
5689.804404872833,3.4187631946436317
56867.859236154436,4.174219639817962
56488.67241273919,4.354287641189531
56351.39630372492,4.13227423789269
56320.586979158514,5.2929501812463995
5619.135557865849,4.534681098281898
5576.628297064725,3.216414002404394
55334.70279929284,2.57514103097745
5516.874952577377,4.387601741834642
5477.347214769689,5.364172169372378
53735.89919386698,4.551724493755741
5232.913253564904,3.81878876006795
52318.91729758968,3.045048569942414
5230.630429801216,3.6759854978305095
52060.22680026684,2.0007570315103713
51731.82055324112,4.221613951476428
5157.053599876038,4.5949191563642495
5128.457645769734,4.109924711687724
5100.094172699328,4.012340383352797
5097.825849772476,4.006424839252379
50793.898916874045,4.362792108070999
5075.269201855393,4.397533101212234
50279.262429338494,3.3005858263579806
50166.53332259415,3.661882213528828
49456.5871084231,4.928839979650702
49341.42127856802,5.288776596554314
49125.36008417044,3.287617331936556
49074.73040737054,3.721765768518896
49009.92465602681,4.549419412617848
48621.56395153603,4.201849441297085
4857.253806702753,3.8279208670614113
48410.471014066046,2.5062381267412426
48204.17219241039,5.506934431690963
48175.85209292948,4.819970457896787
48007.86813432282,3.8933778076897925
48002.08459600114,3.936972573012225
47852.88887105318,2.9596846207077028
4784.967879427389,2.3800842267127287
47591.28318329641,3.68559289638376
47580.99160333534,4.4358209095098
4728.650671023337,5.17620506921009
47022.74584512559,3.510728004352379
46931.8842927942,4.120931424045978
46718.55596534806,3.1600748401136087
46140.12684950231,3.027449578045163
46113.957485317245,4.7463818590766484
46077.35848526223,4.212510849647721
45939.6891579836,3.822307139365953
45510.58431927956,4.091205592856339
4544.841717583644,3.0427969437914966
45249.44903301682,3.1030898440692822
45243.0289529302,4.108856703319134
45222.50666548316,3.6860013242472824
45166.91214141498,4.240031707717554
45166.63938937446,3.14478972588668
45148.80811766023,4.2480753693420485
45141.686036383624,4.604724795804473
45050.00227622573,4.986069330213056
45041.14913877317,2.396505357833779
44982.734154737635,3.8324787029266556
44896.98411239192,2.4999101346874286
44868.45836802399,3.2922492668733674
4466.257487680507,4.237345251715119
44652.36387224059,3.8261581905147173
44612.751358310634,2.949431503010539
44586.81265100216,5.688206949361446
44539.73832325805,3.769699537275837
44506.441560756866,4.12478067750866
44499.72870971962,3.9265987301511833
4440.277357352502,3.3580608070454523
44376.18738226209,4.224342508773007
44260.19117940517,4.484185987055187
4425.426440298955,4.417193560665691
44184.23045950258,4.534960272538596
44069.27215787578,5.507420939572829
44063.098416627654,4.897372508450066
43958.67812954904,3.7905236931827844
43846.0252659028,3.572343821947975
43680.22252088611,3.7775082665636655
43536.02087409114,4.88051238141723
43533.65784534446,2.9299527394001954
4343.356611002731,2.8140006830459026
43195.47366849412,3.6682204827079476
43110.50372146368,4.819063730480007
4304.492483085919,3.4165397533412
42617.30339905726,2.8465011985982662
42550.841815771775,6.204846358828904
42327.16801603931,4.179656266918069
42310.82749816953,3.3001918826882606
42268.33429600594,3.6017354805033044
42210.88523695676,5.068556188550558
42063.87440465939,3.883029041117391
42061.322799299975,4.328026356733113
42059.38041717759,4.338957325879694
41982.61065530991,4.493612764909594
41839.45644895902,4.2964799087266785
41801.44183689757,4.5225992293244355
4168.196993742783,2.745803764968096
41569.95198509877,3.3365823322327546
41552.01966435573,2.9214147722618393
41538.24273000266,2.9675541301719313
41489.639814162794,3.502370872206418
41461.31699893496,4.894842462723428
41452.62557425522,3.7422934542026773
4142.4990006204325,3.612918763485361
41411.60170700689,3.403136416178923
41408.11482166175,3.412853174713619
41325.44354767345,4.32232533697766
41243.03802854971,4.161585514695004
41210.66698053774,3.2273600819458808
4111.7854317957845,3.00009623919435
41065.23476453935,4.376348290691898
40936.153391245505,4.775784922040909
40879.789572607275,3.145842902755236
40847.760146381224,3.900211313902089
40843.61655055208,4.118973080180648
40829.353167079826,4.957419783113156
40799.36032812741,3.8773491849022137
40710.524385742334,5.486132309176686
40709.781662842805,4.567879972284673
40684.3900138736,4.242459863239631
40682.14399780205,3.7094371813849474
40626.847810230574,3.1675825705584386
40611.71331919785,3.1256087009088547
40588.43383077968,3.0802967096198777
40581.48680123331,4.008443471887594
40546.956331528825,3.619181847561858
40528.80535252192,3.504750791059393
40483.73038912539,4.602026774692102
40368.42062703652,3.572519001665757
40290.22163641817,1.4961009425719864
40175.206091417465,4.4094141755632785
40149.316556861646,3.6625634650940584
40148.1237214392,4.486512692528834
40032.41400480899,4.300694899087454
40009.72361003089,3.9081988464086037
39997.783697493665,3.9454604837243155
39995.18627184782,3.6326438895298043
39960.298950886354,4.1449985178161475
39942.95389779411,4.863377535184865
39927.73704499611,4.0593774038942225
39906.19027101487,4.3532385889712195
39802.51491720437,4.9898761676104115
39742.970329359705,3.9167455268933384
39716.13180392068,3.7767889972620625
39659.87689806039,3.0540452006756715
39657.27210801511,4.6008857549446915
39624.08717906605,4.533174154664913
39566.75435226551,4.718850871201126
39557.2555330711,3.4166252445077263
39537.08646010253,3.9184698008316814
39498.659289103256,4.485070146526452
39489.009736300795,4.206835504487218
39484.63892065139,2.949938822578741
39431.25263187423,4.275192719102842
39431.112653235316,1.4922066153042484
39430.30782271887,3.924967064282447
39423.66606481486,3.3634032575749067
39352.77583836346,4.590616740729233
39251.18212911576,4.498818335873909
39234.470183564605,3.761288428295522
39233.09883885389,3.6785882211922676
39227.61945662096,3.309580397460676
39207.58924844238,2.8125036354500903
39184.8467196431,3.5250271306094576
39172.38964292974,5.021464632411663
39143.40332881009,3.854939899721073
39125.20919646321,2.6006186786445613
39116.68270569929,5.771714760283059
39030.60370461179,2.9408479958845923
39028.599340290755,3.545741437567914
3900.9138917311325,4.071343675272809
38977.33079809635,3.2615917307845526
38976.0352139622,4.599573326595357
38971.05101037508,2.6432124116405253
38969.38899204324,3.965993969608624
38918.77807317498,3.3274721394344913
38895.356135547256,5.425945934424112
38886.38767861533,3.5496084097380876
38852.029635921295,4.589983507854727
38787.46270509904,4.197919054995084
38781.45742184306,3.0245711775061466
38767.75636931063,2.590635463496218
38748.41134555242,4.125750332990424
38713.11269226301,4.846359371825784
38633.30516883611,3.227849086219344
38605.33153004213,5.370457701027556
38494.72024569318,2.291694536023172
38468.413583930356,4.1482231286287385
38413.05708961672,5.4736632488956545
38368.012617715474,5.930227576581439
38356.226496408985,5.164284274583004
38184.46957355751,4.430750455902872
38119.185568481196,3.3569779816134186
38097.32979626167,3.2124926934616096
38037.35307442267,3.229834158576746
3802.4116810167206,3.494032184477464
37993.182754531095,3.9219763810567607
37962.16799126102,3.6628377319913588
37928.14217716675,3.873853349593973
37922.90561590639,4.816304243581658
37861.44001203971,5.11386970579597
37820.047327483495,2.994780121985052
37795.763317883866,4.4419798358481835
3773.2811465808113,4.052905069433097
37625.75267985834,2.8807218458729342
37620.24846932248,4.4763487151197605
37376.79298893104,2.9073872665012983
37356.74640137827,4.213405262223435
37308.99415948845,3.8832501984983283
37282.522490237425,3.477244889243602
37279.128949954946,3.7796484330491156
37273.42922304459,3.5737411060993765
37215.22683519184,3.3933253802234224
37200.242064765705,3.295033859358623
37191.11414053757,5.767354666497637
37188.826021934,4.369264314437881
37174.00541355088,4.371078785200288
37169.44440353849,4.201662864465836
37118.255436109524,3.659652967576408
37086.54605405966,3.3015748949924983
37033.152091371725,2.9421153671384173
37030.70811993558,4.825792283459244
37000.9556741392,4.066229363880946
36990.95594709379,4.363335813318021
36966.85331934397,2.66494605525722
36873.55798910287,3.9004213611254857
36860.468899312655,2.7657222477016736
36819.986844689935,3.5244138421322546
36776.13749886943,4.754313123779171
36701.97434743677,3.384178840922889
36640.37136619578,4.849755347855416
36622.22860622794,4.069976588751361
36578.223745304924,4.042497483266329
36525.55088358131,4.645691670402503
36520.65869741918,4.323989597567092
36505.52425763323,4.299209281102346
36490.14303222343,4.952733208187274
36477.738112419094,3.7248367036446997
36438.31087570425,4.823082013933822
36435.79351381371,3.84401987082408
36412.488259683865,3.4878163065453514
3640.7343198145795,3.4266340746155777
36343.40705514046,3.642289213931961
36290.74611241049,3.8177789531816533
36278.71830879708,2.6531266883388063
36269.70131666216,3.352764605845478
36267.26665797832,4.76499518416768
36185.67853808146,3.4106855396131177
36152.8208993245,3.995973787492761
36112.13463432474,2.4325072099122913
36043.70663776605,4.168526117629012
36026.40155635119,3.629250321506012
35971.02511348583,2.9341370013330885
35965.74458114088,3.794055432721665
35957.79218259479,4.20158090550856
35902.715683707924,4.506539591260472
35899.280308832764,3.9122890818469878
35883.78011032254,3.5716225992273714
35804.29261340407,3.762741072399466
35800.699273176404,4.168487101902514
35793.75778674372,4.249333174167702
35775.793395721885,3.535597778692289
35729.692708630326,3.8556022119166995
35701.155320153026,5.256483549715023
35680.067877428795,4.55686375232757
35643.18120775992,2.3395727358561844
35633.268510737624,3.808372006211507
35606.44017680798,4.137739016206605
35558.73164724479,4.120827880347175
35477.76664346936,4.395284862710226
35455.70961215394,3.8678433026408277
35439.687840102146,4.106807505488429
35434.28006200042,3.825936697459348
35418.73503990262,3.3846485053932147
35381.67075872485,3.0400314978062712
35370.73551522427,4.726845016869534
35344.658047005905,4.427137925692965
35343.628580103046,2.798158401578891
35289.2371102066,4.5218361268659555
35278.6817427457,3.870156920624293
35273.97622922741,4.261504364251519
35263.61239925808,3.972255856460901
35254.02604659549,3.2539204326522713
35229.07700167067,4.526768327029911
35216.534274067046,3.481943696005759
35216.385970173644,3.9547152826707674
